model,json_file,section,BERTScore_F1,BERTScore_P,BERTScore_R,F,R,A,C,U
codellama/CodeLlama-13b-Python-hf,mw2tnd6r.json,intended_use,-0.6244574785232544,-0.10358089208602905,-1.048205852508545,5,5,5,5,5
codellama/CodeLlama-13b-Python-hf,mw2tnd6r.json,generative_capabilities,-0.5040284991264343,-0.14757488667964935,-0.8152819275856018,5,5,5,5,5
codellama/CodeLlama-13b-Python-hf,mw2tnd6r.json,safety_considerations,-0.4903184175491333,-0.2179712951183319,-0.7372379899024963,5,5,5,5,5
codellama/CodeLlama-13b-Python-hf,mw2tnd6r.json,training_data,-0.6132339835166931,-0.27608200907707214,-0.9094083309173584,5,5,5,5,5
codellama/CodeLlama-13b-Python-hf,mw2tnd6r.json,performance_metrics,-0.5052910447120667,-0.16109836101531982,-0.8074154853820801,5,5,5,5,5
codellama/CodeLlama-13b-Python-hf,mw2tnd6r.json,ethical_considerations,-0.5759301781654358,-0.22298675775527954,-0.8840852379798889,5,5,5,5,5
codellama/CodeLlama-13b-Python-hf,mw2tnd6r.json,caveats_recommendations,-0.5566372871398926,-0.08171743899583817,-0.9510491490364075,5,5,5,5,5
codellama/CodeLlama-13b-Python-hf,30ojhe4h.json,model_details,-0.6761285662651062,-0.5619476437568665,-0.7896631360054016,5,5,5,5,5
codellama/CodeLlama-13b-Python-hf,30ojhe4h.json,intended_use,-0.5814077258110046,-0.07304209470748901,-0.9976940751075745,5,5,5,5,5
codellama/CodeLlama-13b-Python-hf,30ojhe4h.json,generative_capabilities,-0.47499755024909973,-0.0943770557641983,-0.8042110800743103,5,5,5,5,5
codellama/CodeLlama-13b-Python-hf,30ojhe4h.json,safety_considerations,-0.5106598138809204,-0.19636856019496918,-0.7901427745819092,5,5,5,5,5
codellama/CodeLlama-13b-Python-hf,30ojhe4h.json,training_data,-0.6130428910255432,-0.2789774537086487,-0.9069121479988098,5,5,5,5,5
codellama/CodeLlama-13b-Python-hf,30ojhe4h.json,performance_metrics,-0.5445827841758728,-0.2996671497821808,-0.7694233655929565,5,5,5,5,5
codellama/CodeLlama-13b-Python-hf,30ojhe4h.json,ethical_considerations,-0.5407054424285889,-0.1973346471786499,-0.8419888615608215,5,5,5,5,5
codellama/CodeLlama-13b-Python-hf,30ojhe4h.json,caveats_recommendations,-0.46907785534858704,-0.07620744407176971,-0.8072195053100586,5,5,5,5,5
codellama/CodeLlama-13b-Python-hf,3gm1bwye.json,model_details,-0.43043628334999084,-0.02700060047209263,-0.7765194177627563,5,5,5,5,5
codellama/CodeLlama-13b-Python-hf,3gm1bwye.json,intended_use,-0.729263186454773,-0.21067699790000916,-1.1497746706008911,5,5,5,5,5
codellama/CodeLlama-13b-Python-hf,3gm1bwye.json,generative_capabilities,-0.5986784100532532,-0.0882345587015152,-1.0160562992095947,5,5,5,5,5
codellama/CodeLlama-13b-Python-hf,3gm1bwye.json,safety_considerations,-0.5756645798683167,-0.13555873930454254,-0.9460917115211487,5,5,5,5,5
codellama/CodeLlama-13b-Python-hf,3gm1bwye.json,training_data,-0.6544324159622192,-0.1152418777346611,-1.0894207954406738,5,5,5,5,5
codellama/CodeLlama-13b-Python-hf,3gm1bwye.json,performance_metrics,-0.6524991989135742,-0.1651802659034729,-1.0538488626480103,5,5,5,5,5
codellama/CodeLlama-13b-Python-hf,3gm1bwye.json,ethical_considerations,-0.6469700932502747,-0.21509744226932526,-1.0108879804611206,5,5,5,5,5
codellama/CodeLlama-13b-Python-hf,3gm1bwye.json,caveats_recommendations,-0.7325426936149597,-0.259101003408432,-1.1235233545303345,5,5,5,5,5
codellama/CodeLlama-13b-Python-hf,6qvs8a0t.json,model_details,-0.4848458170890808,-0.03726215288043022,-0.8614850640296936,5,5,5,5,5
codellama/CodeLlama-13b-Python-hf,6qvs8a0t.json,intended_use,-0.5729734897613525,-0.09159764647483826,-0.9714997410774231,5,5,5,5,5
codellama/CodeLlama-13b-Python-hf,6qvs8a0t.json,generative_capabilities,-0.5158764123916626,-0.03109206259250641,-0.9174718856811523,5,5,5,5,5
codellama/CodeLlama-13b-Python-hf,6qvs8a0t.json,safety_considerations,-0.6143566966056824,-0.17245511710643768,-0.9855684041976929,5,5,5,5,5
codellama/CodeLlama-13b-Python-hf,6qvs8a0t.json,training_data,-0.6090542674064636,-0.007074626628309488,-1.0840710401535034,5,5,5,5,5
codellama/CodeLlama-13b-Python-hf,6qvs8a0t.json,performance_metrics,-0.5225571393966675,-0.15258221328258514,-0.8436287045478821,5,5,5,5,5
codellama/CodeLlama-13b-Python-hf,6qvs8a0t.json,ethical_considerations,-0.5099531412124634,-0.13412640988826752,-0.8353964686393738,5,5,5,5,5
codellama/CodeLlama-13b-Python-hf,6qvs8a0t.json,caveats_recommendations,-0.5625237822532654,-0.09495048224925995,-0.9518955945968628,5,5,5,5,5
codellama/CodeLlama-13b-Python-hf,pv726yg3.json,model_details,-0.44733861088752747,-0.005214260425418615,-0.8206086754798889,4,5,4,5,4
codellama/CodeLlama-13b-Python-hf,pv726yg3.json,intended_use,-0.5219493508338928,-0.007139008957892656,-0.9433789849281311,4,5,4,5,4
codellama/CodeLlama-13b-Python-hf,pv726yg3.json,generative_capabilities,-0.5556191205978394,-0.06268255412578583,-0.9621026515960693,4,5,4,5,4
codellama/CodeLlama-13b-Python-hf,pv726yg3.json,safety_considerations,-0.6050342321395874,-0.12530498206615448,-1.0020138025283813,4,5,4,5,4
codellama/CodeLlama-13b-Python-hf,pv726yg3.json,training_data,-0.7515674829483032,-0.4143451452255249,-1.0468677282333374,3,5,3,5,3
codellama/CodeLlama-13b-Python-hf,pv726yg3.json,performance_metrics,-0.4779835343360901,-0.09159800410270691,-0.811360239982605,4,5,4,5,4
codellama/CodeLlama-13b-Python-hf,pv726yg3.json,ethical_considerations,-0.6210805177688599,-0.26198863983154297,-0.9334326386451721,1,5,1,5,1
codellama/CodeLlama-13b-Python-hf,pv726yg3.json,caveats_recommendations,-0.6082388162612915,-0.1118253692984581,-1.0162550210952759,4,5,4,5,4
codellama/CodeLlama-13b-Python-hf,dxvl5pvy.json,model_details,-0.49341389536857605,-0.05063881725072861,-0.8666254281997681,5,5,5,5,5
codellama/CodeLlama-13b-Python-hf,dxvl5pvy.json,intended_use,-0.5808203816413879,-0.18986204266548157,-0.9166083931922913,5,5,5,5,5
codellama/CodeLlama-13b-Python-hf,dxvl5pvy.json,generative_capabilities,-0.48391735553741455,0.01672242395579815,-0.8965519070625305,4,5,4,5,4
codellama/CodeLlama-13b-Python-hf,dxvl5pvy.json,safety_considerations,-0.5942144393920898,-0.20738960802555084,-0.9269163012504578,5,5,5,5,5
codellama/CodeLlama-13b-Python-hf,dxvl5pvy.json,training_data,-0.6082738041877747,-0.04171408340334892,-1.0613983869552612,3,5,3,5,3
codellama/CodeLlama-13b-Python-hf,dxvl5pvy.json,performance_metrics,-0.50118488073349,-0.06964928656816483,-0.8664842844009399,5,5,5,5,5
codellama/CodeLlama-13b-Python-hf,dxvl5pvy.json,ethical_considerations,-0.5672762989997864,-0.13618452847003937,-0.9315482974052429,4,5,4,5,4
codellama/CodeLlama-13b-Python-hf,dxvl5pvy.json,caveats_recommendations,-0.5618690252304077,-0.09556282311677933,-0.9503908753395081,5,5,5,5,5
codellama/CodeLlama-13b-Python-hf,iomk2ev5.json,model_details,-0.38471415638923645,-0.4791127145290375,-0.2909421920776367,5,5,5,5,5
codellama/CodeLlama-13b-Python-hf,iomk2ev5.json,intended_use,-0.6244574785232544,-0.10358089208602905,-1.048205852508545,4,5,4,5,4
codellama/CodeLlama-13b-Python-hf,iomk2ev5.json,generative_capabilities,-0.5040284991264343,-0.14757488667964935,-0.8152819275856018,5,5,5,5,5
codellama/CodeLlama-13b-Python-hf,iomk2ev5.json,safety_considerations,-0.4903184175491333,-0.2179712951183319,-0.7372379899024963,5,5,5,5,5
codellama/CodeLlama-13b-Python-hf,iomk2ev5.json,training_data,-0.6132339835166931,-0.27608200907707214,-0.9094083309173584,5,5,5,5,5
codellama/CodeLlama-13b-Python-hf,iomk2ev5.json,performance_metrics,-0.5052910447120667,-0.16109836101531982,-0.8074154853820801,5,5,5,5,5
codellama/CodeLlama-13b-Python-hf,iomk2ev5.json,ethical_considerations,-0.5759301781654358,-0.22298675775527954,-0.8840852379798889,5,5,5,5,5
codellama/CodeLlama-13b-Python-hf,iomk2ev5.json,caveats_recommendations,-0.5566372871398926,-0.08171743899583817,-0.9510491490364075,4,5,4,5,4
atsuki-yamaguchi/Llama-2-7b-hf-hi-30K-align-2stage-mtp-512,s4tl0thh.json,model_details,-0.33609434962272644,-0.3228836953639984,-0.35354962944984436,5,5,5,5,5
atsuki-yamaguchi/Llama-2-7b-hf-hi-30K-align-2stage-mtp-512,s4tl0thh.json,intended_use,-0.335823118686676,-0.19199833273887634,-0.4752601683139801,5,5,5,5,5
atsuki-yamaguchi/Llama-2-7b-hf-hi-30K-align-2stage-mtp-512,s4tl0thh.json,generative_capabilities,-0.33847537636756897,-0.26263564825057983,-0.4161001145839691,4,5,4,5,4
atsuki-yamaguchi/Llama-2-7b-hf-hi-30K-align-2stage-mtp-512,s4tl0thh.json,safety_considerations,-0.7409182786941528,-0.6960669755935669,-0.7903691530227661,2,2,2,5,2
atsuki-yamaguchi/Llama-2-7b-hf-hi-30K-align-2stage-mtp-512,s4tl0thh.json,training_data,-0.3408048152923584,-0.2791684567928314,-0.40507206320762634,5,5,5,5,5
atsuki-yamaguchi/Llama-2-7b-hf-hi-30K-align-2stage-mtp-512,s4tl0thh.json,performance_metrics,-0.7409182786941528,-0.6960669755935669,-0.7903691530227661,2,2,2,5,2
atsuki-yamaguchi/Llama-2-7b-hf-hi-30K-align-2stage-mtp-512,s4tl0thh.json,ethical_considerations,-0.7789767384529114,-0.7745776772499084,-0.7891392707824707,2,2,2,5,2
atsuki-yamaguchi/Llama-2-7b-hf-hi-30K-align-2stage-mtp-512,s4tl0thh.json,caveats_recommendations,-0.6840161085128784,-0.5688517689704895,-0.798446774482727,2,3,2,5,2
atsuki-yamaguchi/Llama-2-7b-hf-hi-30K-align-2stage-mtp-512,zy7ez9gt.json,model_details,-0.27696692943573,-0.21737240254878998,-0.33911871910095215,5,5,5,5,5
atsuki-yamaguchi/Llama-2-7b-hf-hi-30K-align-2stage-mtp-512,zy7ez9gt.json,intended_use,-0.327252596616745,-0.15018025040626526,-0.495683491230011,5,5,5,5,5
atsuki-yamaguchi/Llama-2-7b-hf-hi-30K-align-2stage-mtp-512,zy7ez9gt.json,generative_capabilities,-0.31040993332862854,-0.2188401073217392,-0.4025843143463135,5,5,5,5,5
atsuki-yamaguchi/Llama-2-7b-hf-hi-30K-align-2stage-mtp-512,zy7ez9gt.json,safety_considerations,-0.7409182786941528,-0.6960669755935669,-0.7903691530227661,1,5,1,5,1
atsuki-yamaguchi/Llama-2-7b-hf-hi-30K-align-2stage-mtp-512,zy7ez9gt.json,training_data,-0.3100408911705017,-0.20533715188503265,-0.4142773747444153,5,5,5,5,5
atsuki-yamaguchi/Llama-2-7b-hf-hi-30K-align-2stage-mtp-512,zy7ez9gt.json,performance_metrics,-0.7409182786941528,-0.6960669755935669,-0.7903691530227661,1,5,1,5,1
atsuki-yamaguchi/Llama-2-7b-hf-hi-30K-align-2stage-mtp-512,zy7ez9gt.json,ethical_considerations,-0.4061585068702698,-0.19841605424880981,-0.6006197333335876,2,5,2,5,2
atsuki-yamaguchi/Llama-2-7b-hf-hi-30K-align-2stage-mtp-512,zy7ez9gt.json,caveats_recommendations,-0.6840161085128784,-0.5688517689704895,-0.798446774482727,1,5,1,5,1
atsuki-yamaguchi/Llama-2-7b-hf-hi-30K-align-2stage-mtp-512,wz1uu7zy.json,model_details,-0.1946561634540558,-0.1840902864933014,-0.20904366672039032,5,5,5,5,5
atsuki-yamaguchi/Llama-2-7b-hf-hi-30K-align-2stage-mtp-512,wz1uu7zy.json,intended_use,-0.32700642943382263,-0.021387312561273575,-0.6006303429603577,4,5,4,5,4
atsuki-yamaguchi/Llama-2-7b-hf-hi-30K-align-2stage-mtp-512,wz1uu7zy.json,generative_capabilities,-0.3652782440185547,-0.2683405578136444,-0.4625225365161896,4,5,4,4,4
atsuki-yamaguchi/Llama-2-7b-hf-hi-30K-align-2stage-mtp-512,wz1uu7zy.json,safety_considerations,-0.3843150734901428,-0.024442994967103004,-0.6989161968231201,2,5,2,5,2
atsuki-yamaguchi/Llama-2-7b-hf-hi-30K-align-2stage-mtp-512,wz1uu7zy.json,training_data,-0.4000961184501648,-0.2707439363002777,-0.5267656445503235,5,5,5,5,5
atsuki-yamaguchi/Llama-2-7b-hf-hi-30K-align-2stage-mtp-512,wz1uu7zy.json,performance_metrics,-0.3837302625179291,-0.2282809615135193,-0.5334417819976807,5,5,5,5,5
atsuki-yamaguchi/Llama-2-7b-hf-hi-30K-align-2stage-mtp-512,wz1uu7zy.json,ethical_considerations,-0.29696542024612427,-0.014336032792925835,-0.5526373982429504,4,5,4,4,4
atsuki-yamaguchi/Llama-2-7b-hf-hi-30K-align-2stage-mtp-512,wz1uu7zy.json,caveats_recommendations,-0.3535405695438385,-0.1882701814174652,-0.5117846727371216,5,5,5,5,5
atsuki-yamaguchi/Llama-2-7b-hf-hi-30K-align-2stage-mtp-512,6t5padnb.json,model_details,-0.0002705220540519804,0.31607791781425476,-0.28353554010391235,4,5,4,5,4
atsuki-yamaguchi/Llama-2-7b-hf-hi-30K-align-2stage-mtp-512,6t5padnb.json,intended_use,-0.20681729912757874,0.0330730564892292,-0.4281582236289978,5,5,5,5,5
atsuki-yamaguchi/Llama-2-7b-hf-hi-30K-align-2stage-mtp-512,6t5padnb.json,generative_capabilities,-0.25931304693222046,0.020744195207953453,-0.5130531191825867,4,5,4,4,4
atsuki-yamaguchi/Llama-2-7b-hf-hi-30K-align-2stage-mtp-512,6t5padnb.json,safety_considerations,-0.7409182786941528,-0.6960669755935669,-0.7903691530227661,1,5,1,5,1
atsuki-yamaguchi/Llama-2-7b-hf-hi-30K-align-2stage-mtp-512,6t5padnb.json,training_data,-0.18988989293575287,0.14013555645942688,-0.48299646377563477,3,5,3,4,3
atsuki-yamaguchi/Llama-2-7b-hf-hi-30K-align-2stage-mtp-512,6t5padnb.json,performance_metrics,-0.35079577565193176,-0.14573433995246887,-0.5430372953414917,4,5,4,5,4
atsuki-yamaguchi/Llama-2-7b-hf-hi-30K-align-2stage-mtp-512,6t5padnb.json,ethical_considerations,-0.4061585068702698,-0.19841605424880981,-0.6006197333335876,2,5,2,5,2
atsuki-yamaguchi/Llama-2-7b-hf-hi-30K-align-2stage-mtp-512,6t5padnb.json,caveats_recommendations,-0.30159467458724976,-0.10725776106119156,-0.4847845435142517,5,5,5,5,5
atsuki-yamaguchi/Llama-2-7b-hf-hi-30K-align-2stage-mtp-512,cj29yfc2.json,model_details,-0.3626334071159363,-0.23786437511444092,-0.4851393401622772,3,5,3,3,3
atsuki-yamaguchi/Llama-2-7b-hf-hi-30K-align-2stage-mtp-512,cj29yfc2.json,intended_use,-0.3610081672668457,-0.17310142517089844,-0.5387271642684937,5,5,5,5,5
atsuki-yamaguchi/Llama-2-7b-hf-hi-30K-align-2stage-mtp-512,cj29yfc2.json,generative_capabilities,-0.32339075207710266,-0.09584864974021912,-0.5344000458717346,4,5,4,4,4
atsuki-yamaguchi/Llama-2-7b-hf-hi-30K-align-2stage-mtp-512,cj29yfc2.json,safety_considerations,-0.7409182786941528,-0.6960669755935669,-0.7903691530227661,1,5,1,5,1
atsuki-yamaguchi/Llama-2-7b-hf-hi-30K-align-2stage-mtp-512,cj29yfc2.json,training_data,-0.3879551291465759,-0.21290206909179688,-0.5546727180480957,3,5,3,4,3
atsuki-yamaguchi/Llama-2-7b-hf-hi-30K-align-2stage-mtp-512,cj29yfc2.json,performance_metrics,-0.7409182786941528,-0.6960669755935669,-0.7903691530227661,1,5,1,5,1
atsuki-yamaguchi/Llama-2-7b-hf-hi-30K-align-2stage-mtp-512,cj29yfc2.json,ethical_considerations,-0.7789767384529114,-0.7745776772499084,-0.7891392707824707,1,5,1,5,1
atsuki-yamaguchi/Llama-2-7b-hf-hi-30K-align-2stage-mtp-512,cj29yfc2.json,caveats_recommendations,-0.3388098180294037,-0.0989810973405838,-0.5599049925804138,3,5,3,4,3
atsuki-yamaguchi/Llama-2-7b-hf-hi-30K-align-2stage-mtp-512,htmqwyui.json,model_details,-0.27972933650016785,-0.11863291263580322,-0.4342794418334961,4,5,4,4,4
atsuki-yamaguchi/Llama-2-7b-hf-hi-30K-align-2stage-mtp-512,htmqwyui.json,intended_use,-0.28969523310661316,-0.07031646370887756,-0.4939601421356201,5,5,5,5,5
atsuki-yamaguchi/Llama-2-7b-hf-hi-30K-align-2stage-mtp-512,htmqwyui.json,generative_capabilities,-0.32189619541168213,-0.08509715646505356,-0.5405336022377014,5,5,5,5,5
atsuki-yamaguchi/Llama-2-7b-hf-hi-30K-align-2stage-mtp-512,htmqwyui.json,safety_considerations,-0.7409182786941528,-0.6960669755935669,-0.7903691530227661,1,5,1,5,1
atsuki-yamaguchi/Llama-2-7b-hf-hi-30K-align-2stage-mtp-512,htmqwyui.json,training_data,-0.22721664607524872,0.07734580338001251,-0.500406801700592,3,5,3,4,3
atsuki-yamaguchi/Llama-2-7b-hf-hi-30K-align-2stage-mtp-512,htmqwyui.json,performance_metrics,-0.3864916265010834,-0.20511358976364136,-0.5586365461349487,4,5,4,5,4
atsuki-yamaguchi/Llama-2-7b-hf-hi-30K-align-2stage-mtp-512,htmqwyui.json,ethical_considerations,-0.2721201181411743,-0.018563687801361084,-0.5045234560966492,4,5,4,4,4
atsuki-yamaguchi/Llama-2-7b-hf-hi-30K-align-2stage-mtp-512,htmqwyui.json,caveats_recommendations,-0.31639569997787476,-0.10685413330793381,-0.5124182105064392,5,5,5,5,5
atsuki-yamaguchi/Llama-2-7b-hf-hi-30K-align-2stage-mtp-512,xns2zybn.json,model_details,-0.33016157150268555,-0.3130951225757599,-0.35139650106430054,4,5,4,5,4
atsuki-yamaguchi/Llama-2-7b-hf-hi-30K-align-2stage-mtp-512,xns2zybn.json,intended_use,-0.335823118686676,-0.19199833273887634,-0.4752601683139801,5,5,5,5,5
atsuki-yamaguchi/Llama-2-7b-hf-hi-30K-align-2stage-mtp-512,xns2zybn.json,generative_capabilities,-0.33847537636756897,-0.26263564825057983,-0.4161001145839691,5,5,5,5,5
atsuki-yamaguchi/Llama-2-7b-hf-hi-30K-align-2stage-mtp-512,xns2zybn.json,safety_considerations,-0.3189663589000702,-0.08305319398641586,-0.536880373954773,2,5,2,4,2
atsuki-yamaguchi/Llama-2-7b-hf-hi-30K-align-2stage-mtp-512,xns2zybn.json,training_data,-0.3331044912338257,-0.2702854573726654,-0.3984694480895996,5,5,5,5,5
atsuki-yamaguchi/Llama-2-7b-hf-hi-30K-align-2stage-mtp-512,xns2zybn.json,performance_metrics,-0.4031803011894226,-0.30089572072029114,-0.5054052472114563,2,5,2,3,2
atsuki-yamaguchi/Llama-2-7b-hf-hi-30K-align-2stage-mtp-512,xns2zybn.json,ethical_considerations,-0.3516172468662262,-0.18127620220184326,-0.5142526030540466,2,5,2,4,2
atsuki-yamaguchi/Llama-2-7b-hf-hi-30K-align-2stage-mtp-512,xns2zybn.json,caveats_recommendations,-0.32280346751213074,-0.09670154005289078,-0.5326215028762817,2,5,2,4,2
facebook/nougat-base,o2y8b0h5.json,model_details,-0.07629605382680893,0.014424823224544525,-0.16711954772472382,4,5,4,5,4
facebook/nougat-base,o2y8b0h5.json,intended_use,-0.2787874639034271,-0.07966639846563339,-0.46603891253471375,5,5,5,5,5
facebook/nougat-base,o2y8b0h5.json,generative_capabilities,-0.2910732626914978,-0.16891126334667206,-0.41110870242118835,5,5,5,5,5
facebook/nougat-base,o2y8b0h5.json,safety_considerations,-0.7236708998680115,-0.7049337029457092,-0.7477973699569702,1,5,1,5,1
facebook/nougat-base,o2y8b0h5.json,training_data,-0.24631564319133759,-0.12654486298561096,-0.36411252617836,4,5,4,5,4
facebook/nougat-base,o2y8b0h5.json,performance_metrics,-0.39654436707496643,-0.3500169515609741,-0.4465840756893158,5,5,5,5,5
facebook/nougat-base,o2y8b0h5.json,ethical_considerations,-0.7636774182319641,-0.7874736189842224,-0.7454121708869934,1,5,1,5,1
facebook/nougat-base,o2y8b0h5.json,caveats_recommendations,-0.3197588324546814,-0.1591021567583084,-0.4739605784416199,5,5,5,5,5
facebook/nougat-base,4piwznv0.json,model_details,-0.10692401975393295,-0.02723018452525139,-0.18755032122135162,4,5,4,5,4
facebook/nougat-base,4piwznv0.json,intended_use,-0.30188921093940735,-0.10891684889793396,-0.4839189946651459,5,5,5,5,5
facebook/nougat-base,4piwznv0.json,generative_capabilities,-0.3529617190361023,-0.33219191431999207,-0.3779042661190033,5,5,5,5,5
facebook/nougat-base,4piwznv0.json,safety_considerations,-0.7236708998680115,-0.7049337029457092,-0.7477973699569702,1,5,1,5,1
facebook/nougat-base,4piwznv0.json,training_data,-0.2947302460670471,-0.13601578772068024,-0.44721299409866333,4,5,4,5,4
facebook/nougat-base,4piwznv0.json,performance_metrics,-0.3536037802696228,-0.2982815206050873,-0.41191521286964417,5,5,5,5,5
facebook/nougat-base,4piwznv0.json,ethical_considerations,-0.7636774182319641,-0.7874736189842224,-0.7454121708869934,1,5,1,5,1
facebook/nougat-base,4piwznv0.json,caveats_recommendations,-0.3361317813396454,-0.1772455871105194,-0.48880213499069214,5,5,5,5,5
facebook/nougat-base,h0gq9c80.json,model_details,0.032881852239370346,0.10980334132909775,-0.044774431735277176,5,5,5,5,5
facebook/nougat-base,h0gq9c80.json,intended_use,-0.2591537833213806,0.05080295726656914,-0.5364293456077576,5,5,5,5,5
facebook/nougat-base,h0gq9c80.json,generative_capabilities,-0.26326069235801697,-0.04493072256445885,-0.4666728079319,5,5,5,5,5
facebook/nougat-base,h0gq9c80.json,safety_considerations,-0.3419246971607208,-0.09637502580881119,-0.5676854848861694,5,5,5,5,5
facebook/nougat-base,h0gq9c80.json,training_data,-0.352777361869812,-0.2203385829925537,-0.48212844133377075,5,5,5,5,5
facebook/nougat-base,h0gq9c80.json,performance_metrics,-0.32890644669532776,-0.18214820325374603,-0.4709252715110779,5,5,5,5,5
facebook/nougat-base,h0gq9c80.json,ethical_considerations,-0.3223952054977417,-0.0862889364361763,-0.5404632091522217,5,5,5,5,5
facebook/nougat-base,h0gq9c80.json,caveats_recommendations,-0.33686670660972595,-0.13030840456485748,-0.5303736329078674,5,5,5,5,5
facebook/nougat-base,ebkjf4aq.json,model_details,-0.09838174283504486,0.07718414068222046,-0.26538312435150146,4,5,4,4,4
facebook/nougat-base,ebkjf4aq.json,intended_use,-0.1975492686033249,0.025070546194911003,-0.4045913517475128,4,5,4,4,4
facebook/nougat-base,ebkjf4aq.json,generative_capabilities,-0.29018399119377136,-0.1940111666917801,-0.3865545690059662,5,5,5,5,5
facebook/nougat-base,ebkjf4aq.json,safety_considerations,-0.3510952591896057,-0.255182147026062,-0.44736653566360474,2,5,2,2,2
facebook/nougat-base,ebkjf4aq.json,training_data,-0.31094321608543396,-0.178500697016716,-0.44023260474205017,4,5,4,4,4
facebook/nougat-base,ebkjf4aq.json,performance_metrics,-0.3385590612888336,-0.24024935066699982,-0.43700310587882996,5,5,5,5,5
facebook/nougat-base,ebkjf4aq.json,ethical_considerations,-0.3001788556575775,-0.19564230740070343,-0.4042404592037201,1,5,1,1,1
facebook/nougat-base,ebkjf4aq.json,caveats_recommendations,-0.3320859670639038,-0.21419396996498108,-0.44834670424461365,5,5,5,5,5
facebook/nougat-base,7b7v1w4k.json,model_details,-0.26335182785987854,-0.08581526577472687,-0.4321545958518982,3,5,3,3,3
